num_requests;num_threads;job_wallclock_time_msec;sample_num;batch_num
2048;8;385082;39;256
2048;8;386728;40;256
2048;8;384281;41;256
2048;8;383665;42;256
2048;8;383825;43;256
2048;8;384397;44;256
2048;8;387407;45;256
2048;8;386220;46;256
2048;8;385756;47;256
2048;8;386247;48;256
2048;8;385641;49;256
2048;16;383106;0;128
2048;16;384332;1;128
2048;16;383397;2;128
2048;16;382592;3;128
2048;16;382201;4;128
2048;16;382984;5;128
2048;16;379315;6;128
2048;16;384187;7;128
2048;16;383368;8;128
2048;16;385503;9;128
2048;16;386496;10;128
2048;16;384293;11;128
2048;16;383843;12;128
2048;16;381896;13;128
2048;16;386657;14;128
2048;16;384016;15;128
2048;16;386337;16;128
2048;16;383461;17;128
2048;16;384711;18;128
2048;16;385374;19;128
2048;16;386217;20;128
2048;16;417660;21;128
2048;16;424086;22;128
2048;16;423082;23;128
2048;16;425007;24;128
2048;16;427976;25;128
2048;16;424198;26;128
2048;16;423386;27;128
2048;16;424656;28;128
2048;16;425787;29;128
2048;16;420293;30;128
2048;16;423879;31;128
2048;16;422290;32;128
2048;16;430787;33;128
2048;16;431905;34;128
2048;16;425999;35;128
2048;16;425880;36;128
2048;16;425783;37;128
2048;16;422594;38;128
2048;16;426101;39;128
2048;16;428609;40;128
2048;16;426378;41;128
2048;16;427483;42;128
2048;16;423201;43;128
2048;16;426280;44;128
2048;16;423417;45;128
2048;16;425186;46;128
2048;16;427002;47;128
2048;16;422589;48;128
2048;16;427420;49;128
2048;32;417989;0;64
2048;32;419683;1;64
2048;32;421099;2;64
2048;32;420794;3;64
2048;32;418188;4;64
2048;32;420493;5;64
2048;32;415300;6;64
2048;32;421585;7;64
2048;32;416116;8;64
2048;32;417285;9;64
2048;32;421489;10;64
2048;32;422308;11;64
2048;32;422885;12;64
2048;32;421488;13;64
2048;32;419992;14;64
2048;32;424805;15;64
2048;32;423623;16;64
2048;32;420406;17;64
2048;32;418096;18;64
2048;32;420497;19;64
2048;32;419505;20;64
2048;32;422099;21;64
2048;32;418684;22;64
2048;32;418517;23;64
2048;32;418087;24;64
2048;32;421102;25;64
2048;32;422082;26;64
2048;32;421381;27;64
2048;32;419091;28;64
2048;32;421800;29;64
2048;32;421786;30;64
2048;32;423004;31;64
2048;32;418108;32;64
2048;32;417175;33;64
2048;32;422803;34;64
2048;32;417088;35;64
2048;32;420071;36;64
2048;32;418396;37;64
2048;32;418787;38;64
2048;32;419407;39;64
2048;32;418369;40;64
2048;32;419807;41;64
2048;32;418205;42;64
2048;32;424500;43;64
2048;32;425380;44;64
2048;32;422299;45;64
2048;32;422384;46;64
2048;32;419487;47;64
2048;32;421787;48;64
2048;32;419394;49;64
2048;64;421691;0;32
2048;64;415291;1;32
2048;64;414606;2;32
2048;64;416391;3;32
2048;64;416216;4;32
2048;64;397986;5;32
2048;64;399890;6;32
2048;64;398700;7;32
2048;64;399975;8;32
2048;64;401993;9;32
2048;64;398605;10;32
2048;64;400917;11;32
2048;64;392695;12;32
2048;64;395998;13;32
2048;64;400196;14;32
2048;64;403196;15;32
2048;64;398376;16;32
2048;64;398608;17;32
2048;64;401193;18;32
2048;64;401181;19;32
2048;64;404198;20;32
2048;64;397913;21;32
2048;64;397380;22;32
2048;64;401697;23;32
2048;64;396594;24;32
2048;64;392906;25;32
2048;64;398894;26;32
2048;64;397998;27;32
2048;64;399688;28;32
2048;64;400887;29;32
2048;64;399597;30;32
2048;64;402320;31;32
2048;64;401175;32;32
2048;64;401697;33;32
2048;64;397689;34;32
2048;64;398588;35;32
2048;64;402298;36;32
2048;64;402714;37;32
2048;64;396788;38;32
2048;64;397688;39;32
2048;64;404890;40;32
2048;64;397876;41;32
2048;64;399684;42;32
2048;64;401004;43;32
2048;64;400000;44;32
2048;64;398607;45;32
2048;64;402504;46;32
2048;64;402204;47;32
2048;64;400208;48;32
2048;64;402387;49;32
2048;128;389198;0;16
2048;128;381608;1;16
2048;128;392503;2;16
2048;128;368695;3;16
2048;128;369383;4;16
2048;128;365701;5;16
2048;128;368908;6;16
2048;128;371887;7;16
2048;128;366021;8;16
2048;128;366204;9;16
2048;128;368610;10;16
2048;128;365814;11;16
2048;128;366898;12;16
2048;128;366792;13;16
2048;128;370882;14;16
2048;128;367903;15;16
2048;128;366879;16;16
2048;128;367899;17;16
2048;128;365294;18;16
2048;128;366594;19;16
2048;128;362695;20;16
2048;128;366894;21;16
2048;128;363192;22;16
2048;128;369099;23;16
2048;128;364504;24;16
2048;128;366692;25;16
2048;128;365301;26;16
2048;128;364318;27;16
2048;128;366310;28;16
2048;128;364597;29;16
2048;128;364912;30;16
2048;128;344184;31;16
2048;128;346699;32;16
2048;128;343814;33;16
2048;128;343299;34;16
2048;128;340000;35;16
2048;128;344302;36;16
2048;128;343307;37;16
2048;128;346300;38;16
2048;128;342114;39;16
2048;128;345993;40;16
2048;128;342892;41;16
2048;128;343987;42;16
2048;128;343590;43;16
2048;128;346403;44;16
2048;128;347709;45;16
2048;128;353487;46;16
2048;128;363575;47;16
2048;128;364201;48;16
2048;128;363410;49;16
2048;256;363822;0;8
2048;256;366510;1;8
2048;256;365821;2;8
2048;256;365111;3;8
2048;256;363780;4;8
2048;256;362871;5;8
2048;256;363803;6;8
2048;256;365602;7;8
2048;256;366092;8;8
2048;256;375196;9;8
2048;256;373096;10;8
2048;256;370287;11;8
2048;256;372296;12;8
2048;256;372702;13;8
2048;256;373524;14;8
2048;256;371392;15;8
2048;256;374096;16;8
2048;256;373508;17;8
2048;256;370490;18;8
2048;256;372494;19;8
2048;256;371319;20;8
2048;256;383672;21;8
2048;256;380364;22;8
2048;256;382845;23;8
2048;256;377318;24;8
2048;256;382165;25;8
2048;256;378960;26;8
2048;256;379673;27;8
2048;256;382396;28;8
2048;256;381820;29;8
2048;256;380140;30;8
2048;256;380878;31;8
2048;256;380967;32;8
2048;256;381896;33;8
2048;256;381682;34;8
2048;256;381996;35;8
2048;256;379995;36;8
2048;256;381597;37;8
2048;256;382214;38;8
2048;256;379512;39;8
2048;256;379000;40;8
2048;256;377746;41;8
2048;256;381679;42;8
2048;256;381589;43;8
2048;256;382681;44;8
2048;256;379813;45;8
2048;256;381709;46;8
2048;256;379314;47;8
2048;256;382296;48;8
2048;256;381390;49;8
2048;512;384907;0;4
2048;512;382560;1;4
2048;512;382504;2;4
2048;512;381557;3;4
2048;512;384509;4;4
2048;512;381447;5;4
2048;512;382229;6;4
2048;512;383281;7;4
2048;512;383526;8;4
2048;512;385509;9;4
2048;512;380082;10;4
2048;512;381740;11;4
2048;512;383445;12;4
2048;512;382864;13;4
2048;512;382269;14;4
2048;512;385130;15;4
2048;512;383292;16;4
2048;512;384391;17;4
2048;512;383344;18;4
2048;512;384025;19;4
2048;512;385502;20;4
2048;512;384423;21;4
2048;512;380572;22;4
2048;512;383756;23;4
2048;512;380999;24;4
2048;512;379872;25;4
2048;512;383445;26;4
2048;512;384199;27;4
2048;512;383749;28;4
2048;512;383025;29;4
2048;512;385538;30;4
2048;512;384330;31;4
2048;512;384167;32;4
2048;512;382059;33;4
2048;512;384905;34;4
2048;512;383626;35;4
2048;512;388005;36;4
2048;512;383509;37;4
2048;512;383111;38;4
2048;512;382025;39;4
2048;512;383890;40;4
2048;512;384489;41;4
2048;512;384119;42;4
2048;512;388932;43;4
2048;512;389233;44;4
2048;512;390731;45;4
2048;512;390803;46;4
2048;512;396114;47;4
2048;512;393810;48;4
2048;512;394089;49;4
2048;1024;397910;0;2
2048;1024;402387;1;2
2048;1024;400781;2;2
2048;1024;400613;3;2
2048;1024;397703;4;2
2048;1024;399191;5;2
2048;1024;393911;6;2
2048;1024;391722;7;2
2048;1024;393101;8;2
2048;1024;386919;9;2
2048;1024;385791;10;2
2048;1024;384685;11;2
2048;1024;389693;12;2
2048;1024;387719;13;2
2048;1024;375302;14;2
2048;1024;367805;15;2
2048;1024;365896;16;2
2048;1024;370297;17;2
2048;1024;347599;18;2
2048;1024;347501;19;2
2048;1024;369915;20;2
2048;1024;373898;21;2
2048;1024;379241;22;2
2048;1024;386966;23;2
2048;1024;388054;24;2
2048;1024;385892;25;2
2048;1024;379298;26;2
2048;1024;380853;27;2
2048;1024;381601;28;2
2048;1024;385762;29;2
2048;1024;390095;30;2
2048;1024;387178;31;2
2048;1024;395893;32;2
2048;1024;398494;33;2
2048;1024;408889;34;2
2048;1024;397673;35;2
2048;1024;402393;36;2
2048;1024;404591;37;2
2048;1024;393167;38;2
2048;1024;391309;39;2
2048;1024;402494;40;2
2048;1024;398111;41;2
2048;1024;403318;42;2
2048;1024;402400;43;2
2048;1024;398690;44;2
2048;1024;402602;45;2
2048;1024;396715;46;2
2048;1024;399692;47;2
2048;1024;396079;48;2
2048;1024;399103;49;2
2048;2048;405718;0;1
2048;2048;410400;1;1
2048;2048;410994;2;1
2048;2048;406992;3;1
2048;2048;415099;4;1
2048;2048;422096;5;1
2048;2048;394402;6;1
2048;2048;397283;7;1
2048;2048;399297;8;1
2048;2048;394777;9;1
2048;2048;396598;10;1
2048;2048;392603;11;1
2048;2048;383307;12;1
2048;2048;401787;13;1
2048;2048;396208;14;1
2048;2048;402311;15;1
2048;2048;400492;16;1
2048;2048;389411;17;1
2048;2048;395679;18;1
2048;2048;384705;19;1
2048;2048;372797;20;1
2048;2048;378804;21;1
2048;2048;371905;22;1
2048;2048;370011;23;1
2048;2048;376206;24;1
2048;2048;378600;25;1
2048;2048;349710;26;1
2048;2048;351283;27;1
2048;2048;352405;28;1
2048;2048;352846;29;1
2048;2048;378542;30;1
2048;2048;377484;31;1
2048;2048;374980;32;1
2048;2048;383501;33;1
2048;2048;379266;34;1
2048;2048;380777;35;1
2048;2048;388230;36;1
2048;2048;390294;37;1
2048;2048;389287;38;1
2048;2048;394076;39;1
2048;2048;388706;40;1
2048;2048;389964;41;1
2048;2048;389065;42;1
2048;2048;391812;43;1
2048;2048;392484;44;1
2048;2048;395068;45;1
2048;2048;394367;46;1
2048;2048;390753;47;1
2048;2048;390881;48;1
2048;2048;390101;49;1
4096;1;755508;0;4096
4096;1;759355;1;4096
4096;1;828111;2;4096
4096;1;867491;3;4096
4096;1;873726;4;4096
4096;1;873734;5;4096
4096;1;873721;6;4096
4096;1;876250;7;4096
4096;1;875957;8;4096
4096;1;870012;9;4096
4096;1;878284;10;4096
4096;1;877554;11;4096
4096;1;879613;12;4096
4096;1;875763;13;4096
4096;1;874948;14;4096
4096;1;878056;15;4096
4096;1;879734;16;4096
4096;1;873755;17;4096
4096;1;874625;18;4096
4096;1;876677;19;4096
4096;1;871581;20;4096
4096;1;833074;21;4096
4096;1;830113;22;4096
4096;1;834449;23;4096
4096;1;791068;24;4096
4096;1;791031;25;4096
4096;1;786981;26;4096
4096;1;783899;27;4096
4096;1;787618;28;4096
4096;1;789998;29;4096
4096;1;787368;30;4096
4096;1;791178;31;4096
4096;1;746734;32;4096
4096;1;761068;33;4096
4096;1;771818;34;4096
4096;1;773166;35;4096
4096;1;773866;36;4096
4096;1;775325;37;4096
4096;1;738184;38;4096
4096;1;713073;39;4096
4096;1;715958;40;4096
4096;1;713143;41;4096
4096;1;710846;42;4096
4096;1;708520;43;4096
4096;1;712433;44;4096
4096;1;744060;45;4096
4096;1;744633;46;4096
4096;1;743121;47;4096
4096;1;751900;48;4096
4096;1;751739;49;4096
4096;2;764158;0;2048
4096;2;772799;1;2048
4096;2;767794;2;2048
4096;2;768500;3;2048
4096;2;768384;4;2048
4096;2;763441;5;2048
4096;2;767522;6;2048
4096;2;767249;7;2048
4096;2;764002;8;2048
4096;2;767878;9;2048
4096;2;769815;10;2048
4096;2;772747;11;2048
4096;2;772018;12;2048
4096;2;776467;13;2048
4096;2;771330;14;2048
4096;2;768597;15;2048
4096;2;813732;16;2048
4096;2;896233;17;2048
4096;2;892848;18;2048
4096;2;898150;19;2048
4096;2;898283;20;2048
4096;2;900928;21;2048
4096;2;901604;22;2048
4096;2;899031;23;2048
4096;2;901619;24;2048
4096;2;895110;25;2048
4096;2;903180;26;2048
4096;2;897193;27;2048
4096;2;900489;28;2048
4096;2;901108;29;2048
4096;2;897011;30;2048
4096;2;901276;31;2048
4096;2;896330;32;2048
4096;2;897162;33;2048
4096;2;893961;34;2048
4096;2;895879;35;2048
4096;2;896731;36;2048
4096;2;909505;37;2048
4096;2;882031;38;2048
4096;2;877348;39;2048
4096;2;877767;40;2048
4096;2;872866;41;2048
4096;2;879533;42;2048
4096;2;878452;43;2048
4096;2;867322;44;2048
