num_requests;num_threads;job_process_wallclock_time_msec;job_merge_wallclock_time_msec;job_full_wallclock_time_msec;sample_num;batch_num
2048;2;4362;1;4363;42;1024
2048;2;4020;1;4021;43;1024
2048;2;3943;1;3944;44;1024
2048;2;4153;2;4155;45;1024
2048;2;4253;2;4255;46;1024
2048;2;4387;1;4388;47;1024
2048;2;3918;2;3920;48;1024
2048;2;4120;2;4122;49;1024
2048;4;4182;5;4187;0;512
2048;4;4139;4;4143;1;512
2048;4;4155;4;4159;2;512
2048;4;4121;4;4125;3;512
2048;4;4121;5;4126;4;512
2048;4;4127;3;4130;5;512
2048;4;4123;4;4127;6;512
2048;4;4144;6;4150;7;512
2048;4;4155;4;4159;8;512
2048;4;4182;5;4187;9;512
2048;4;4125;4;4129;10;512
2048;4;4103;3;4106;11;512
2048;4;4183;5;4188;12;512
2048;4;4178;4;4182;13;512
2048;4;4082;4;4086;14;512
2048;4;4105;4;4109;15;512
2048;4;4145;5;4150;16;512
2048;4;4143;3;4146;17;512
2048;4;4176;4;4180;18;512
2048;4;4163;6;4169;19;512
2048;4;4176;3;4179;20;512
2048;4;4110;4;4114;21;512
2048;4;4151;4;4155;22;512
2048;4;4119;4;4123;23;512
2048;4;4133;4;4137;24;512
2048;4;4132;4;4136;25;512
2048;4;4152;6;4158;26;512
2048;4;4150;4;4154;27;512
2048;4;4107;4;4111;28;512
2048;4;4177;4;4181;29;512
2048;4;4142;5;4147;30;512
2048;4;4145;4;4149;31;512
2048;4;4143;4;4147;32;512
2048;4;4131;4;4135;33;512
2048;4;4157;4;4161;34;512
2048;4;4092;4;4096;35;512
2048;4;4170;6;4176;36;512
2048;4;4097;5;4102;37;512
2048;4;4106;4;4110;38;512
2048;4;4138;4;4142;39;512
2048;4;4116;4;4120;40;512
2048;4;4133;5;4138;41;512
2048;4;4115;4;4119;42;512
2048;4;4127;4;4131;43;512
2048;4;4230;4;4234;44;512
2048;4;4143;5;4148;45;512
2048;4;4143;4;4147;46;512
2048;4;4149;5;4154;47;512
2048;4;4092;4;4096;48;512
2048;4;4130;4;4134;49;512
2048;8;2358;7;2365;0;256
2048;8;2175;7;2182;1;256
2048;8;2174;8;2182;2;256
2048;8;2190;7;2197;3;256
2048;8;2201;7;2208;4;256
2048;8;2211;7;2218;5;256
2048;8;2196;7;2203;6;256
2048;8;2163;7;2170;7;256
2048;8;2171;7;2178;8;256
2048;8;2208;7;2215;9;256
2048;8;2199;7;2206;10;256
2048;8;2193;7;2200;11;256
2048;8;2193;7;2200;12;256
2048;8;2180;7;2187;13;256
2048;8;2226;8;2234;14;256
2048;8;2164;8;2172;15;256
2048;8;2236;7;2243;16;256
2048;8;2190;7;2197;17;256
2048;8;2190;7;2197;18;256
2048;8;2187;7;2194;19;256
2048;8;2169;7;2176;20;256
2048;8;2208;7;2215;21;256
2048;8;2209;8;2217;22;256
2048;8;2178;7;2185;23;256
2048;8;2208;7;2215;24;256
2048;8;2207;7;2214;25;256
2048;8;2193;7;2200;26;256
2048;8;2226;7;2233;27;256
2048;8;2183;8;2191;28;256
2048;8;2178;8;2186;29;256
2048;8;2183;7;2190;30;256
2048;8;2185;7;2192;31;256
2048;8;2195;7;2202;32;256
2048;8;2212;8;2220;33;256
2048;8;2198;7;2205;34;256
2048;8;2193;7;2200;35;256
2048;8;2182;7;2189;36;256
2048;8;2201;7;2208;37;256
2048;8;2158;8;2166;38;256
2048;8;2200;7;2207;39;256
2048;8;2160;7;2167;40;256
2048;8;2187;7;2194;41;256
2048;8;2189;7;2196;42;256
2048;8;2170;8;2178;43;256
2048;8;2146;7;2153;44;256
2048;8;2188;8;2196;45;256
2048;8;2218;8;2226;46;256
2048;8;2155;7;2162;47;256
2048;8;2166;8;2174;48;256
2048;8;2201;8;2209;49;256
2048;16;1980;14;1994;0;128
2048;16;1901;15;1916;1;128
2048;16;1857;15;1872;2;128
2048;16;1877;14;1891;3;128
2048;16;1872;15;1887;4;128
2048;16;1877;15;1892;5;128
2048;16;1874;15;1889;6;128
2048;16;1886;15;1901;7;128
2048;16;1898;15;1913;8;128
2048;16;1840;15;1855;9;128
2048;16;1893;15;1908;10;128
2048;16;1865;15;1880;11;128
2048;16;1871;15;1886;12;128
2048;16;1890;14;1904;13;128
2048;16;1903;15;1918;14;128
2048;16;1852;15;1867;15;128
2048;16;1868;15;1883;16;128
2048;16;1883;15;1898;17;128
2048;16;1878;16;1894;18;128
2048;16;1866;15;1881;19;128
2048;16;1840;14;1854;20;128
2048;16;1875;15;1890;21;128
2048;16;1865;14;1879;22;128
2048;16;1878;15;1893;23;128
2048;16;1877;15;1892;24;128
2048;16;1866;15;1881;25;128
2048;16;1876;15;1891;26;128
2048;16;1889;15;1904;27;128
2048;16;1879;15;1894;28;128
2048;16;1881;15;1896;29;128
2048;16;1858;15;1873;30;128
2048;16;1830;15;1845;31;128
2048;16;1897;15;1912;32;128
2048;16;1846;15;1861;33;128
2048;16;1882;15;1897;34;128
2048;16;1878;15;1893;35;128
2048;16;1865;15;1880;36;128
2048;16;1854;14;1868;37;128
2048;16;1895;15;1910;38;128
2048;16;1862;15;1877;39;128
2048;16;1856;15;1871;40;128
2048;16;1881;15;1896;41;128
2048;16;1889;15;1904;42;128
2048;16;1902;16;1918;43;128
2048;16;1875;15;1890;44;128
2048;16;1878;15;1893;45;128
2048;16;1873;16;1889;46;128
2048;16;1851;15;1866;47;128
2048;16;1852;15;1867;48;128
2048;16;1870;15;1885;49;128
2048;32;1410;30;1440;0;64
2048;32;1366;30;1396;1;64
2048;32;1368;28;1396;2;64
2048;32;1347;30;1377;3;64
2048;32;1403;28;1431;4;64
2048;32;1357;30;1387;5;64
2048;32;1335;27;1362;6;64
2048;32;1390;29;1419;7;64
2048;32;1358;26;1384;8;64
2048;32;1339;29;1368;9;64
2048;32;1373;30;1403;10;64
2048;32;1366;29;1395;11;64
2048;32;1359;29;1388;12;64
2048;32;1362;28;1390;13;64
2048;32;1354;28;1382;14;64
2048;32;1360;30;1390;15;64
2048;32;1372;30;1402;16;64
2048;32;1373;28;1401;17;64
2048;32;1362;28;1390;18;64
2048;32;1325;28;1353;19;64
2048;32;1332;28;1360;20;64
2048;32;1371;28;1399;21;64
2048;32;1373;30;1403;22;64
2048;32;1382;30;1412;23;64
2048;32;1376;29;1405;24;64
2048;32;1342;29;1371;25;64
2048;32;1331;27;1358;26;64
2048;32;1363;28;1391;27;64
2048;32;1347;28;1375;28;64
2048;32;1364;30;1394;29;64
2048;32;1367;28;1395;30;64
2048;32;1352;30;1382;31;64
2048;32;1364;30;1394;32;64
2048;32;1347;30;1377;33;64
2048;32;1379;28;1407;34;64
2048;32;1343;28;1371;35;64
2048;32;1353;28;1381;36;64
2048;32;1362;30;1392;37;64
2048;32;1351;30;1381;38;64
2048;32;1352;30;1382;39;64
2048;32;1365;29;1394;40;64
2048;32;1352;29;1381;41;64
2048;32;1358;28;1386;42;64
2048;32;1369;28;1397;43;64
2048;32;1360;28;1388;44;64
2048;32;1374;28;1402;45;64
2048;32;1346;30;1376;46;64
2048;32;1360;28;1388;47;64
2048;32;1376;30;1406;48;64
2048;32;1358;30;1388;49;64
2048;64;1078;56;1134;0;32
2048;64;1099;55;1154;1;32
2048;64;1062;56;1118;2;32
2048;64;1067;59;1126;3;32
2048;64;1100;55;1155;4;32
2048;64;1113;55;1168;5;32
2048;64;1097;56;1153;6;32
2048;64;1094;59;1153;7;32
2048;64;1069;58;1127;8;32
2048;64;1098;59;1157;9;32
2048;64;1080;55;1135;10;32
2048;64;1082;56;1138;11;32
2048;64;1068;56;1124;12;32
2048;64;1075;55;1130;13;32
2048;64;1114;58;1172;14;32
2048;64;1090;55;1145;15;32
2048;64;1067;59;1126;16;32
2048;64;1136;58;1194;17;32
2048;64;1057;58;1115;18;32
2048;64;1042;58;1100;19;32
2048;64;1088;59;1147;20;32
2048;64;1050;56;1106;21;32
2048;64;1078;57;1135;22;32
2048;64;1076;55;1131;23;32
2048;64;1110;56;1166;24;32
2048;64;1063;55;1118;25;32
2048;64;1048;58;1106;26;32
2048;64;1082;56;1138;27;32
2048;64;1078;59;1137;28;32
2048;64;1082;58;1140;29;32
2048;64;1089;58;1147;30;32
2048;64;1088;59;1147;31;32
2048;64;1074;59;1133;32;32
2048;64;1056;56;1112;33;32
2048;64;1082;59;1141;34;32
2048;64;1081;56;1137;35;32
2048;64;1094;58;1152;36;32
2048;64;1067;56;1123;37;32
2048;64;1078;59;1137;38;32
2048;64;1071;56;1127;39;32
2048;64;1050;56;1106;40;32
2048;64;1071;56;1127;41;32
2048;64;1070;56;1126;42;32
2048;64;1078;59;1137;43;32
2048;64;1089;56;1145;44;32
2048;64;1052;59;1111;45;32
2048;64;1052;56;1108;46;32
2048;64;1071;58;1129;47;32
2048;64;1088;56;1144;48;32
2048;64;1072;59;1131;49;32
2048;128;966;114;1080;0;16
2048;128;945;113;1058;1;16
2048;128;960;114;1074;2;16
2048;128;958;113;1071;3;16
2048;128;941;114;1055;4;16
2048;128;950;113;1063;5;16
2048;128;957;113;1070;6;16
2048;128;958;114;1072;7;16
2048;128;945;115;1060;8;16
2048;128;974;113;1087;9;16
2048;128;976;113;1089;10;16
2048;128;957;113;1070;11;16
2048;128;948;113;1061;12;16
2048;128;935;113;1048;13;16
2048;128;962;114;1076;14;16
2048;128;951;114;1065;15;16
2048;128;967;113;1080;16;16
2048;128;955;107;1062;17;16
2048;128;955;114;1069;18;16
2048;128;970;114;1084;19;16
2048;128;968;113;1081;20;16
2048;128;970;113;1083;21;16
2048;128;953;113;1066;22;16
2048;128;976;113;1089;23;16
2048;128;956;113;1069;24;16
2048;128;970;113;1083;25;16
2048;128;935;114;1049;26;16
2048;128;947;113;1060;27;16
2048;128;972;114;1086;28;16
2048;128;952;114;1066;29;16
2048;128;964;114;1078;30;16
2048;128;954;113;1067;31;16
2048;128;977;113;1090;32;16
2048;128;953;113;1066;33;16
2048;128;979;113;1092;34;16
2048;128;964;113;1077;35;16
2048;128;957;112;1069;36;16
2048;128;979;113;1092;37;16
2048;128;957;114;1071;38;16
2048;128;962;113;1075;39;16
2048;128;936;113;1049;40;16
2048;128;981;114;1095;41;16
2048;128;957;113;1070;42;16
2048;128;960;113;1073;43;16
2048;128;945;113;1058;44;16
2048;128;965;113;1078;45;16
2048;128;961;113;1074;46;16
2048;128;923;114;1037;47;16
2048;128;992;116;1108;48;16
2048;128;950;113;1063;49;16
2048;256;896;222;1118;0;8
2048;256;889;230;1119;1;8
2048;256;884;227;1111;2;8
2048;256;895;230;1125;3;8
2048;256;899;230;1129;4;8
2048;256;902;230;1132;5;8
2048;256;901;230;1131;6;8
2048;256;927;226;1153;7;8
2048;256;886;222;1108;8;8
2048;256;889;230;1119;9;8
2048;256;899;224;1123;10;8
2048;256;885;230;1115;11;8
2048;256;902;223;1125;12;8
2048;256;908;230;1138;13;8
2048;256;886;223;1109;14;8
2048;256;902;224;1126;15;8
2048;256;909;222;1131;16;8
2048;256;898;230;1128;17;8
2048;256;908;226;1134;18;8
2048;256;907;222;1129;19;8
2048;256;878;223;1101;20;8
2048;256;906;223;1129;21;8
2048;256;908;225;1133;22;8
2048;256;917;223;1140;23;8
2048;256;888;230;1118;24;8
2048;256;880;223;1103;25;8
2048;256;896;231;1127;26;8
2048;256;874;224;1098;27;8
2048;256;885;224;1109;28;8
2048;256;887;223;1110;29;8
2048;256;899;231;1130;30;8
2048;256;890;223;1113;31;8
2048;256;882;230;1112;32;8
2048;256;898;223;1121;33;8
2048;256;865;223;1088;34;8
2048;256;885;227;1112;35;8
2048;256;920;228;1148;36;8
2048;256;906;226;1132;37;8
2048;256;888;222;1110;38;8
2048;256;897;232;1129;39;8
2048;256;914;222;1136;40;8
2048;256;910;228;1138;41;8
2048;256;860;221;1081;42;8
2048;256;912;228;1140;43;8
2048;256;890;225;1115;44;8
2048;256;906;228;1134;45;8
2048;256;886;229;1115;46;8
2048;256;881;225;1106;47;8
2048;256;904;224;1128;48;8
2048;256;881;221;1102;49;8
2048;512;874;469;1343;0;4
2048;512;883;455;1338;1;4
2048;512;869;449;1318;2;4
2048;512;870;440;1310;3;4
2048;512;860;438;1298;4;4
2048;512;845;440;1285;5;4
2048;512;896;467;1363;6;4
2048;512;854;460;1314;7;4
2048;512;864;463;1327;8;4
2048;512;864;467;1331;9;4
2048;512;862;431;1293;10;4
2048;512;847;447;1294;11;4
2048;512;859;440;1299;12;4
2048;512;851;459;1310;13;4
2048;512;844;465;1309;14;4
2048;512;872;438;1310;15;4
2048;512;853;440;1293;16;4
2048;512;875;466;1341;17;4
2048;512;870;441;1311;18;4
2048;512;865;456;1321;19;4
2048;512;838;465;1303;20;4
2048;512;859;437;1296;21;4
2048;512;853;466;1319;22;4
2048;512;854;440;1294;23;4
2048;512;880;438;1318;24;4
2048;512;897;464;1361;25;4
2048;512;878;449;1327;26;4
2048;512;867;461;1328;27;4
2048;512;874;438;1312;28;4
2048;512;864;439;1303;29;4
2048;512;887;455;1342;30;4
2048;512;833;448;1281;31;4
2048;512;872;457;1329;32;4
2048;512;886;448;1334;33;4
2048;512;851;467;1318;34;4
2048;512;876;463;1339;35;4
2048;512;847;453;1300;36;4
2048;512;862;472;1334;37;4
2048;512;874;458;1332;38;4
2048;512;845;441;1286;39;4
2048;512;892;463;1355;40;4
2048;512;855;463;1318;41;4
2048;512;844;468;1312;42;4
2048;512;850;438;1288;43;4
2048;512;874;465;1339;44;4
2048;512;883;443;1326;45;4
2048;512;849;440;1289;46;4
2048;512;885;474;1359;47;4
2048;512;852;465;1317;48;4
2048;512;890;440;1330;49;4
2048;1024;1022;904;1926;0;2
2048;1024;1015;884;1899;1;2
2048;1024;826;885;1711;2;2
2048;1024;830;935;1765;3;2
2048;1024;854;889;1743;4;2
2048;1024;855;928;1783;5;2
2048;1024;839;886;1725;6;2
2048;1024;837;881;1718;7;2
2048;1024;854;931;1785;8;2
2048;1024;889;926;1815;9;2
2048;1024;842;939;1781;10;2
2048;1024;825;881;1706;11;2
2048;1024;856;936;1792;12;2
2048;1024;856;898;1754;13;2
2048;1024;839;893;1732;14;2
2048;1024;845;924;1769;15;2
2048;1024;867;889;1756;16;2
2048;1024;840;882;1722;17;2
2048;1024;846;943;1789;18;2
2048;1024;863;933;1796;19;2
2048;1024;858;886;1744;20;2
2048;1024;856;930;1786;21;2
2048;1024;835;918;1753;22;2
2048;1024;851;886;1737;23;2
2048;1024;867;932;1799;24;2
2048;1024;851;894;1745;25;2
2048;1024;842;897;1739;26;2
2048;1024;919;929;1848;27;2
2048;1024;888;895;1783;28;2
2048;1024;869;894;1763;29;2
2048;1024;910;926;1836;30;2
2048;1024;896;952;1848;31;2
2048;1024;900;1060;1960;32;2
2048;1024;875;1047;1922;33;2
2048;1024;869;911;1780;34;2
2048;1024;855;911;1766;35;2
2048;1024;876;911;1787;36;2
2048;1024;835;911;1746;37;2
2048;1024;842;915;1757;38;2
2048;1024;861;903;1764;39;2
2048;1024;855;913;1768;40;2
2048;1024;875;908;1783;41;2
2048;1024;830;903;1733;42;2
2048;1024;845;908;1753;43;2
2048;1024;840;909;1749;44;2
2048;1024;869;911;1780;45;2
2048;1024;846;913;1759;46;2
2048;1024;853;912;1765;47;2
2048;1024;833;909;1742;48;2
2048;1024;857;922;1779;49;2
2048;2048;1036;1811;2847;0;1
2048;2048;1813;1865;3678;1;1
2048;2048;882;1935;2817;2;1
2048;2048;921;3487;4408;3;1
2048;2048;853;1781;2634;4;1
2048;2048;905;2605;3510;5;1
2048;2048;893;1823;2716;6;1
2048;2048;859;1748;2607;7;1
2048;2048;854;2261;3115;8;1
2048;2048;927;1975;2902;9;1
2048;2048;828;1785;2613;10;1
2048;2048;870;2006;2876;11;1
2048;2048;1062;1843;2905;12;1
2048;2048;844;1736;2580;13;1
2048;2048;887;1992;2879;14;1
2048;2048;1039;2009;3048;15;1
2048;2048;832;1765;2597;16;1
2048;2048;1020;2147;3167;17;1
2048;2048;849;1826;2675;18;1
2048;2048;818;1770;2588;19;1
2048;2048;905;2119;3024;20;1
2048;2048;885;1975;2860;21;1
2048;2048;826;1727;2553;22;1
2048;2048;890;1922;2812;23;1
2048;2048;923;2001;2924;24;1
2048;2048;925;1758;2683;25;1
2048;2048;1026;2199;3225;26;1
2048;2048;841;1758;2599;27;1
2048;2048;1078;2135;3213;28;1
2048;2048;865;1740;2605;29;1
2048;2048;839;1795;2634;30;1
2048;2048;1050;2084;3134;31;1
2048;2048;885;1789;2674;32;1
2048;2048;968;2126;3094;33;1
2048;2048;890;1764;2654;34;1
2048;2048;1056;1987;3043;35;1
2048;2048;1005;1861;2866;36;1
2048;2048;858;1753;2611;37;1
2048;2048;849;2083;2932;38;1
2048;2048;982;2009;2991;39;1
2048;2048;852;1751;2603;40;1
2048;2048;859;1750;2609;41;1
2048;2048;886;1774;2660;42;1
2048;2048;857;1777;2634;43;1
2048;2048;863;1778;2641;44;1
2048;2048;892;2038;2930;45;1
2048;2048;892;1789;2681;46;1
2048;2048;836;1737;2573;47;1
2048;2048;869;1815;2684;48;1
2048;2048;1162;2038;3200;49;1
